Index	First Frame	Number Frames	Frames Missing	Position X [nm]	Position Y [nm]	Precision [nm]	Number Photons	Background variance	Chi square	PSF half width [nm]	Channel	Z Slice
1992	85	1	0	15813.6	9141.0	11.8	4157	307.02	1.65	143.1	2	1
1993	86	1	0	20971.5	3629.3	12.3	1332	60.90	0.71	118.5	2	1
1994	86	1	0	792.7	4706.1	7.5	2368	70.65	0.67	116.8	2	1
1995	88	1	0	497.6	4706.3	8.8	1881	44.71	0.76	120.8	2	1
1996	89	1	0	28044.0	17159.8	10.3	2643	69.01	0.69	147.4	2	1
1997	90	1	0	28083.8	16975.8	16.4	1261	69.10	0.83	129.2	2	1
1998	90	1	0	1582.6	669.9	8.1	1545	40.22	0.73	107.6	2	1
1999	91	1	0	14545.6	20708.4	19.4	814	78.65	0.75	111.5	2	1
2000	92	1	0	2584.2	2601.7	9.8	1710	44.59	0.69	125.0	2	1
2001	94	1	0	12999.9	13222.9	39.8	968	165.06	1.12	147.3	2	1
2002	94	1	0	25159.0	21721.9	10.9	1279	49.54	0.72	111.3	2	1
2003	96	1	0	30326.6	12694.8	22.6	1096	78.93	0.72	138.6	2	1
2004	96	1	0	385.4	4813.7	9.5	1326	50.61	0.59	106.8	2	1
2005	97	1	0	12940.4	12855.7	7.1	3037	103.49	0.89	114.0	2	1
2006	98	1	0	28336.3	27407.1	10.3	1774	50.42	0.48	131.3	2	1
2007	102	1	0	12534.8	10248.5	29.7	1604	119.96	0.88	177.3	2	1
2008	102	1	0	20404.5	16985.3	15.8	862	70.91	0.70	106.0	2	1
2009	103	1	0	20387.4	21755.8	16.9	853	80.56	0.81	106.0	2	1
2010	107	1	0	12169.7	13086.6	24.6	1014	161.04	0.85	121.3	2	1
2011	107	1	0	12111.3	14025.3	15.4	1265	84.52	0.63	121.1	2	1
2012	109	1	0	13820.4	13040.6	21.5	1063	127.35	0.87	120.8	2	1
2013	110	1	0	11222.1	13218.7	8.9	1853	106.46	1.00	100.3	2	1
2014	111	1	0	21622.7	24866.4	24.5	1191	68.36	0.75	158.1	2	1
2015	115	1	0	13129.0	12092.2	11.8	1674	140.90	0.88	108.1	2	1
2016	117	1	0	18145.1	26274.0	12.2	850	41.07	0.66	100.4	2	1
2017	121	1	0	23399.3	19105.0	13.3	1873	89.91	0.77	135.7	2	1
2018	122	1	0	19707.9	12035.8	21.5	836	35.22	0.64	139.4	2	1
2019	123	1	0	31705.3	16394.3	10.2	1315	43.42	0.59	112.9	2	1
2020	127	1	0	21988.1	30155.1	22.6	1558	74.44	0.77	170.7	2	1
2021	127	1	0	28788.1	2223.5	7.2	1930	47.98	0.79	107.4	2	1
2022	132	1	0	22440.7	17338.2	15.2	855	45.85	0.70	111.5	2	1
2023	133	1	0	11685.4	13689.5	11.1	1056	81.23	0.74	92.1	2	1
2024	134	1	0	10027.6	14124.1	9.4	1133	47.70	0.71	95.4	2	1
2025	136	1	0	31345.4	13921.5	10.2	2044	71.66	0.74	127.1	2	1
2026	141	1	0	10548.4	17878.3	14.1	984	52.00	0.44	116.5	2	1
2027	142	1	0	6896.5	19476.6	10.5	865	38.64	0.58	95.3	2	1
2028	143	1	0	11941.3	15277.1	16.1	990	81.98	0.73	110.9	2	1
2029	147	1	0	4928.9	886.4	12.3	966	27.16	0.49	119.2	2	1
2030	148	1	0	11825.7	31056.3	10.4	1537	67.40	0.87	112.0	2	1
2031	149	1	0	11582.7	15494.5	25.3	823	78.23	0.77	128.9	2	1
2032	151	1	0	10261.6	18307.1	15.4	975	43.13	0.67	121.2	2	1
2033	151	1	0	9484.2	17901.3	12.3	1297	49.09	0.74	120.5	2	1
2034	152	1	0	9789.8	17821.9	13.9	1147	50.24	0.54	123.9	2	1
2035	155	1	0	7545.8	16800.6	8.4	1565	33.28	0.69	111.5	2	1
2036	159	1	0	6661.6	15659.6	12.4	809	51.47	0.53	97.6	2	1
2037	161	1	0	14637.8	19401.3	14.8	832	35.10	0.68	112.2	2	1
2038	163	1	0	23403.5	7577.8	8.2	1409	35.31	0.59	106.2	2	1
2039	164	1	0	13919.6	31285.8	10.7	1039	37.23	0.49	108.3	2	1
2040	170	1	0	21836.5	28776.2	11.2	1156	28.40	0.44	122.2	2	1
2041	178	1	0	25863.1	10968.3	18.4	2186	174.12	1.04	151.1	2	1
2042	182	1	0	5156.8	22012.7	13.9	1299	64.38	0.62	125.8	2	1
2043	190	1	0	1492.0	7211.9	18.7	923	40.29	0.47	138.3	2	1
2044	190	1	0	15278.0	18068.2	16.4	889	77.93	0.67	108.4	2	1
2045	191	1	0	15819.7	20737.8	13.6	1047	33.78	0.49	125.2	2	1
2046	191	1	0	29214.5	18335.4	11.5	1044	40.85	0.51	110.4	2	1
2047	193	1	0	22121.5	4535.2	13.2	834	38.29	0.57	107.5	2	1
2048	200	1	0	16148.3	10577.1	13.2	822	23.64	0.53	113.7	2	1
2049	201	1	0	30105.6	15241.7	10.8	1110	72.60	0.70	96.9	2	1
2050	203	1	0	11166.9	14161.6	14.8	961	84.23	0.81	103.1	2	1
2051	206	1	0	27799.2	20853.1	12.4	1035	54.71	0.66	107.4	2	1
2052	209	1	0	11420.3	14506.5	28.0	1058	113.60	0.72	144.7	2	1
2053	215	1	0	12130.9	12767.7	11.7	988	49.70	0.57	103.1	2	1
2054	216	1	0	12460.7	11733.7	23.5	939	75.87	0.54	136.9	2	1
2055	216	1	0	4391.9	24552.4	11.6	1761	75.75	0.67	127.8	2	1
2056	219	1	0	21498.6	13818.2	16.2	812	36.78	0.53	119.6	2	1
2057	222	1	0	26445.2	28444.8	8.3	1507	46.10	0.50	107.9	2	1
2058	222	1	0	11300.1	14107.4	21.1	1903	120.23	0.95	162.5	2	1
2059	229	1	0	20174.0	11909.1	14.5	1265	32.24	0.60	140.8	2	1
2060	230	1	0	20330.5	11990.5	8.7	2467	69.33	0.77	129.0	2	1
2061	230	1	0	15099.7	7587.9	8.9	1430	44.40	0.64	108.0	2	1
2062	238	1	0	12944.3	13004.5	23.0	808	55.46	0.64	130.6	2	1
2063	240	1	0	21180.1	24685.9	10.5	1203	43.93	0.59	109.8	2	1
2064	242	1	0	12026.4	9825.8	17.3	818	69.07	0.74	109.3	2	1
2065	248	1	0	10052.0	16027.4	18.1	986	65.16	0.60	125.8	2	1
2066	251	1	0	453.1	29516.2	14.6	2631	89.34	0.55	174.0	2	1
2067	251	1	0	31606.3	16068.5	7.8	2845	79.39	0.91	125.4	2	1
2068	259	1	0	3523.2	14897.6	9.3	1826	48.86	0.83	121.3	2	1
2069	265	1	0	10582.0	13869.5	19.2	1124	81.72	0.74	130.6	2	1
2070	266	1	0	10710.9	13800.5	11.1	1353	46.05	0.78	115.0	2	1
2071	273	1	0	4594.7	10326.5	19.0	1417	88.22	0.75	145.0	2	1
2072	274	1	0	4786.7	10615.1	13.2	1084	33.00	0.53	126.3	2	1
2073	275	1	0	18170.3	15601.6	10.5	1907	70.27	0.96	122.6	2	1
2074	289	1	0	6024.8	9003.2	16.1	1618	47.89	0.46	162.4	2	1
2075	289	1	0	14270.0	11560.1	14.6	851	66.43	0.67	102.7	2	1
2076	297	1	0	22479.7	4803.9	17.2	1946	158.15	1.08	140.3	2	1
2077	300	1	0	22112.4	28909.9	15.6	1004	31.81	0.61	131.6	2	1
2078	307	1	0	30925.2	18015.8	13.5	1264	46.09	0.71	126.6	2	1
2079	307	1	0	14225.3	14039.5	12.6	1097	44.88	0.57	115.0	2	1
2080	307	1	0	12075.0	15125.8	8.3	1913	28.20	0.60	125.9	2	1
2081	310	1	0	12723.4	27566.1	20.3	884	61.18	0.63	128.0	2	1
2082	316	1	0	11803.6	6477.2	8.7	1294	36.45	0.55	106.7	2	1
2083	318	1	0	30655.2	16869.1	15.8	1072	24.08	0.57	142.9	2	1
2084	336	1	0	9476.9	22358.7	13.2	1116	41.70	0.46	124.1	2	1
2085	365	1	0	5161.1	22009.4	10.9	907	22.30	0.57	107.7	2	1
2086	381	1	0	13037.3	13585.0	23.9	1113	98.06	0.74	139.6	2	1
2087	385	1	0	13838.7	26225.7	11.4	2089	58.17	0.78	140.9	2	1
2088	385	1	0	21375.7	21495.2	8.4	1361	44.88	0.78	99.3	2	1
2089	388	1	0	22813.7	17931.0	25.5	1651	116.46	0.93	169.3	2	1
2090	388	1	0	14834.2	7051.0	11.6	1316	45.61	0.55	122.2	2	1
2091	389	1	0	13756.9	13210.2	22.5	1136	117.05	0.91	130.9	2	1
2092	390	1	0	11035.2	21331.4	13.3	865	48.03	0.51	106.2	2	1
2093	390	1	0	10011.2	26189.1	7.6	1620	16.93	0.70	115.5	2	1
2094	390	1	0	27826.1	12697.8	9.6	1470	61.18	0.62	108.1	2	1
2095	391	1	0	11893.7	13376.1	19.2	827	75.61	0.77	111.7	2	1
2096	391	1	0	9892.9	12594.1	9.7	1580	69.80	0.67	109.8	2	1
2097	392	1	0	21674.4	29878.0	15.6	1667	75.51	0.63	146.7	2	1
2098	393	1	0	30355.1	16692.0	9.4	1004	36.85	0.58	96.5	2	1
2099	395	1	0	17279.0	5065.8	11.0	2233	114.86	1.15	125.4	2	1
2100	396	1	0	14879.4	11864.4	22.0	824	68.82	0.65	125.3	2	1
2101	396	1	0	5268.4	20975.0	7.9	1753	54.30	0.64	108.0	2	1
2102	398	1	0	24238.6	10166.0	14.0	1309	54.06	0.50	131.6	2	1
2103	398	1	0	3708.7	30702.3	13.7	2952	83.00	0.82	176.5	2	1
2104	398	1	0	20413.5	5646.2	7.9	1135	37.04	0.49	94.0	2	1
2105	401	1	0	6178.2	22214.5	11.3	1266	35.04	0.51	123.1	2	1
2106	403	1	0	23574.0	5161.8	8.3	3045	129.03	0.99	122.8	2	1
2107	406	1	0	18228.7	25471.7	20.5	1921	66.84	0.81	181.4	2	1
2108	406	1	0	12169.1	14218.7	15.4	1009	68.08	0.73	112.1	2	1
2109	411	1	0	27067.6	12688.2	15.6	965	64.28	0.57	115.0	2	1
2110	411	1	0	11785.7	20301.4	10.9	878	41.91	0.52	97.4	2	1
2111	412	1	0	14907.6	30603.8	14.4	1107	38.17	0.63	128.2	2	1
2112	415	1	0	30552.6	9974.0	9.7	2339	65.35	0.65	135.7	2	1
2113	416	1	0	9141.2	24696.0	10.9	815	30.82	0.58	97.2	2	1
2114	420	1	0	21197.4	24580.5	15.1	924	51.43	0.55	116.1	2	1
2115	420	1	0	13664.5	12016.1	10.7	1753	125.17	0.91	108.2	2	1
2116	421	1	0	10995.7	22493.9	9.5	2139	81.42	0.80	122.5	2	1
2117	425	1	0	4097.8	21850.0	11.8	1977	89.16	0.46	135.7	2	1
2118	430	1	0	8740.1	18739.7	9.8	1070	46.54	0.68	97.3	2	1
2119	438	1	0	30425.3	10884.3	16.4	877	44.17	0.68	117.3	2	1
2120	438	1	0	13289.9	13955.9	20.6	1111	146.29	0.84	119.4	2	1
2121	439	1	0	19329.1	17855.4	11.2	1868	79.60	0.81	126.2	2	1
2122	439	1	0	24314.1	8901.1	8.4	2875	51.82	0.91	139.3	2	1
2123	441	1	0	6430.5	22772.2	12.0	1308	43.16	0.52	125.6	2	1
2124	442	1	0	13604.0	20487.3	11.6	1646	44.78	0.63	134.5	2	1
2125	445	1	0	14842.1	11785.1	11.5	1159	63.04	0.66	106.0	2	1
2126	448	1	0	10998.2	16425.9	8.7	2543	90.09	0.75	125.6	2	1
2127	448	1	0	11499.7	11771.8	17.7	840	52.65	0.66	116.7	2	1
2128	450	1	0	7252.5	28844.3	17.6	1089	57.46	0.56	134.5	2	1
2129	450	1	0	25849.5	18310.0	10.4	985	36.79	0.56	101.4	2	1
2130	451	1	0	16934.2	21899.8	11.5	1007	46.50	0.59	104.7	2	1
2131	451	1	0	23174.7	20504.2	12.4	964	55.48	0.59	104.1	2	1
2132	454	1	0	2537.5	6284.1	16.4	1079	52.50	0.54	131.8	2	1
2133	456	1	0	11171.1	7024.4	12.6	1136	39.51	0.54	121.7	2	1
2134	456	1	0	28804.4	22723.7	11.8	1222	57.40	0.53	114.5	2	1
2135	457	1	0	11730.0	15900.0	10.9	1678	43.53	0.65	130.2	2	1
2136	459	1	0	18044.9	6032.5	19.0	859	64.58	0.56	121.7	2	1
2137	459	1	0	10379.5	7462.6	9.1	1062	26.17	0.52	103.5	2	1
2138	462	1	0	12199.9	14565.4	24.7	817	80.40	0.64	128.2	2	1
2139	467	1	0	11764.5	13338.9	29.0	1152	85.01	0.96	157.6	2	1
2140	471	1	0	19630.8	9499.7	16.9	878	50.55	0.63	120.1	2	1
2141	471	1	0	11441.9	14739.1	9.4	1566	64.09	0.76	107.7	2	1
2142	472	1	0	11705.4	14588.8	13.6	812	82.03	0.71	91.9	2	1
2143	473	1	0	2976.4	31442.6	15.6	1441	61.79	0.69	140.7	2	1
2144	474	1	0	29146.5	9293.5	8.3	1729	65.37	0.63	107.4	2	1
2145	476	1	0	6570.7	16134.0	16.2	1164	45.69	0.57	137.2	2	1
2146	478	1	0	21363.8	27350.9	9.7	3233	64.70	0.72	158.6	2	1
2147	478	1	0	18959.9	26487.9	7.1	3556	93.40	0.80	130.2	2	1
2148	481	1	0	17354.3	13850.8	11.8	1032	32.94	0.57	113.3	2	1
2149	488	1	0	19907.9	6881.8	13.6	889	30.51	0.47	118.3	2	1
2150	490	1	0	6547.2	17803.9	14.2	1439	80.09	0.85	125.8	2	1
2151	490	1	0	11954.5	14294.1	11.4	1386	67.99	0.71	112.2	2	1
2152	495	1	0	25939.8	20298.4	21.4	2527	172.83	0.85	177.0	2	1
2153	495	1	0	20686.2	29094.2	15.8	1012	52.89	0.69	121.9	2	1
2154	496	1	0	20339.9	24048.2	14.6	1275	54.46	0.56	132.2	2	1
2155	497	1	0	10841.9	23858.8	10.6	1031	34.80	0.53	107.0	2	1
2156	498	1	0	18116.6	27848.8	9.7	2502	42.96	0.72	148.7	2	1
2157	500	1	0	12860.8	24822.0	11.5	881	30.77	0.51	106.1	2	1
2158	501	1	0	12270.1	12894.3	21.6	870	68.50	0.70	125.0	2	1
2159	501	1	0	13042.7	12515.6	7.6	2580	76.04	0.78	118.2	2	1
2160	505	1	0	1566.0	22591.0	12.8	889	38.08	0.56	109.3	2	1
2161	506	1	0	13098.1	8888.1	13.0	896	28.69	0.51	115.9	2	1
2162	506	1	0	15704.1	6939.2	11.4	1389	32.41	0.56	130.7	2	1
2163	510	1	0	6448.1	30205.5	7.7	2209	39.56	0.71	123.9	2	1
2164	514	1	0	16965.6	28440.2	9.6	1166	33.31	0.48	109.1	2	1
2165	516	1	0	12106.7	8059.6	13.5	1015	28.04	0.45	127.6	2	1
2166	517	1	0	16183.3	22510.8	7.5	2790	78.97	0.95	121.3	2	1
2167	517	1	0	11283.6	16505.3	14.4	981	58.13	0.71	111.2	2	1
2168	518	1	0	11392.6	16394.5	13.6	1732	66.89	0.73	139.7	2	1
2169	522	1	0	16444.1	26804.0	24.2	1411	75.43	0.60	170.3	2	1
2170	524	1	0	12927.5	4794.5	13.0	1020	30.11	0.50	123.9	2	1
2171	532	1	0	18701.2	28466.9	7.9	1876	52.14	0.58	114.1	2	1
2172	532	1	0	22715.8	22583.9	16.5	2044	37.40	0.53	188.3	2	1
2173	534	1	0	14897.3	14957.2	19.4	1432	76.29	0.61	152.5	2	1
2174	534	1	0	21573.1	28040.0	8.5	1773	64.43	0.60	110.9	2	1
2175	537	1	0	3840.0	18328.2	8.0	2482	55.37	0.70	128.2	2	1
2176	540	1	0	9721.9	26799.6	9.1	997	35.88	0.60	94.7	2	1
2177	540	1	0	11725.3	15926.1	11.5	1375	27.56	0.48	133.7	2	1
2178	541	1	0	21536.4	16562.6	14.6	822	28.98	0.55	117.3	2	1
2179	542	1	0	28686.4	15499.7	12.7	920	64.84	0.67	98.9	2	1
2180	545	1	0	2975.6	25599.3	16.2	1117	39.15	0.53	138.9	2	1
2181	546	1	0	2952.9	25480.9	19.6	1137	41.71	0.64	152.2	2	1
2182	547	1	0	14839.7	24132.4	16.1	1262	50.49	0.50	141.6	2	1
2183	552	1	0	11727.1	13809.9	9.6	1199	65.26	0.55	96.8	2	1
2184	559	1	0	8045.8	10599.0	13.0	857	27.64	0.50	114.4	2	1
2185	559	1	0	23193.5	24243.8	10.2	1239	54.12	0.65	105.2	2	1
2186	560	1	0	8045.2	10456.8	11.5	1243	34.05	0.54	123.5	2	1
2187	562	1	0	27841.2	17424.6	12.1	1129	54.46	0.63	110.6	2	1
2188	564	1	0	9790.9	22729.5	9.3	1179	47.75	0.57	100.6	2	1
2189	565	1	0	14739.3	14498.2	9.0	2459	43.75	0.59	141.9	2	1
2190	567	1	0	18618.2	20057.6	10.9	1311	41.91	0.58	118.0	2	1
2191	571	1	0	26416.1	16384.9	11.9	1358	30.31	0.51	133.9	2	1
2192	579	1	0	19613.5	24625.1	21.5	2337	128.35	0.58	184.9	2	1
2193	579	1	0	3955.1	14884.7	11.0	2482	55.98	0.79	152.6	2	1
2194	579	1	0	1785.1	8852.6	7.8	1421	38.62	0.53	104.4	2	1
2195	581	1	0	2583.0	17885.8	15.7	1576	42.08	0.55	160.3	2	1
2196	582	1	0	22615.3	20406.0	10.4	925	34.56	0.61	98.8	2	1
2197	594	1	0	2454.1	14185.4	14.1	925	27.74	0.48	125.6	2	1
2198	594	1	0	1126.3	7339.7	9.0	1481	22.59	0.47	126.1	2	1
2199	595	1	0	26692.2	23410.6	17.3	1387	81.39	0.72	138.3	2	1
2200	595	1	0	1135.4	7229.6	10.9	871	23.71	0.38	109.7	2	1
2201	596	1	0	15274.9	23815.7	10.9	989	33.56	0.50	107.6	2	1
2202	600	1	0	1997.5	29542.2	8.5	3850	198.63	1.24	129.1	2	1
2203	600	1	0	10059.0	20662.2	15.9	1660	46.25	0.67	159.2	2	1
2204	601	1	0	10924.6	14501.5	11.1	1676	65.71	0.69	122.4	2	1
2205	601	1	0	10000.8	20933.0	15.9	956	33.82	0.63	127.5	2	1
2206	601	1	0	14812.8	11872.8	16.0	1035	51.95	0.54	126.2	2	1
2207	602	1	0	3129.9	21898.7	13.5	2131	113.24	1.12	137.5	2	1
2208	608	1	0	6243.6	16390.1	14.9	808	26.50	0.53	119.8	2	1
2209	609	1	0	17485.4	14392.3	11.2	907	44.73	0.49	100.1	2	1
2210	611	1	0	17902.4	12603.4	8.8	1423	22.33	0.55	118.6	2	1
2211	612	1	0	13104.8	11112.2	15.5	943	38.61	0.70	120.5	2	1
2212	615	1	0	18891.2	6253.1	17.2	1605	69.85	0.61	153.7	2	1
2213	616	1	0	12233.3	13908.8	8.9	1446	67.08	0.79	98.9	2	1
2214	617	1	0	23283.5	20197.6	7.1	2877	51.12	0.93	126.1	2	1
2215	620	1	0	16249.3	10668.4	22.2	984	85.72	0.98	128.7	2	1
2216	626	1	0	20344.6	28965.2	7.6	1784	25.78	0.59	119.0	2	1
2217	627	1	0	25306.0	23494.0	10.1	1110	25.59	0.62	110.4	2	1
2218	630	1	0	23242.0	10684.2	9.8	1820	42.19	0.57	130.1	2	1
2219	631	1	0	12150.0	11882.5	16.6	2889	150.46	0.88	170.4	2	1
2220	636	1	0	12262.3	11115.5	15.9	1267	63.30	0.77	130.6	2	1
2221	640	1	0	13377.6	13713.6	9.4	1592	62.16	0.61	111.0	2	1
2222	640	1	0	21376.5	20739.8	14.7	957	27.77	0.50	128.6	2	1
2223	641	1	0	12304.9	12947.3	20.0	1466	36.85	0.64	173.9	2	1
2224	644	1	0	28194.1	21537.7	14.5	867	48.49	0.53	111.1	2	1
2225	651	1	0	25404.6	23439.9	11.2	1765	47.54	0.91	130.7	2	1
2226	660	1	0	14906.0	26770.0	16.2	1042	44.39	0.69	128.3	2	1
2227	662	1	0	22604.0	22984.7	16.7	822	34.48	0.52	123.7	2	1
2228	670	1	0	16877.2	17494.6	7.6	1151	30.41	0.54	94.0	2	1
2229	672	1	0	5226.3	18760.7	8.4	2810	114.61	0.84	123.5	2	1
2230	673	1	0	19593.0	6366.5	8.2	2264	60.48	0.52	125.2	2	1
2231	674	1	0	11071.7	25063.4	17.5	956	39.00	0.62	132.8	2	1
2232	678	1	0	17154.0	25217.7	9.0	5276	206.38	1.79	149.7	2	1
2233	679	1	0	12150.2	14815.3	8.8	1587	44.02	0.71	110.8	2	1
2234	679	1	0	23731.9	8473.1	15.4	999	45.50	0.64	123.2	2	1
2235	680	1	0	16859.6	2608.6	14.4	2676	203.09	1.17	142.1	2	1
2236	681	1	0	30190.8	15290.4	24.4	879	82.27	0.66	132.5	2	1
2237	681	1	0	16985.2	2931.5	14.7	1829	64.88	0.62	153.5	2	1
2238	682	1	0	19238.5	7038.8	12.1	888	16.98	0.41	121.5	2	1
2239	684	1	0	17286.3	29175.5	9.7	1375	53.29	0.63	108.3	2	1
2240	690	1	0	12990.5	23498.5	11.0	1525	53.38	0.57	123.8	2	1
2241	693	1	0	2573.5	17898.7	14.9	1292	35.14	0.52	145.9	2	1
2242	696	1	0	7523.6	17956.8	9.6	1948	57.26	0.63	126.4	2	1
2243	700	1	0	12515.9	13406.2	25.8	1457	92.77	0.77	168.3	2	1
2244	700	1	0	28802.2	14060.2	15.6	919	70.15	0.64	109.6	2	1
2245	700	1	0	18684.3	11309.7	7.8	1644	49.97	0.54	106.9	2	1
2246	701	1	0	18698.5	11960.5	10.4	1799	51.63	0.49	131.8	2	1
2247	702	1	0	14774.5	11765.5	15.7	838	45.23	0.57	114.6	2	1
2248	702	1	0	29825.9	10556.8	11.9	3265	102.93	0.74	164.0	2	1
2249	703	1	0	10734.0	13129.2	13.8	1068	36.57	0.56	124.2	2	1
2250	708	1	0	11520.6	12869.7	27.9	1301	83.86	0.78	168.9	2	1
2251	713	1	0	2509.5	26618.0	9.3	1179	40.57	0.68	101.1	2	1
2252	717	1	0	18260.6	25251.5	14.4	805	37.39	0.53	111.1	2	1
2253	718	1	0	22796.6	10382.7	9.4	1003	36.26	0.54	97.6	2	1
2254	722	1	0	913.8	21826.9	17.0	1234	49.33	0.60	143.3	2	1
2255	722	1	0	14092.1	6754.4	14.5	917	47.63	0.65	113.1	2	1
2256	728	1	0	16711.2	12587.4	22.3	1624	147.92	0.83	150.8	2	1
2257	729	1	0	15306.5	16730.0	12.3	1054	46.05	0.51	112.9	2	1
2258	729	1	0	16565.1	12471.9	17.4	4321	286.21	0.83	187.6	2	1
2259	730	1	0	25523.3	20080.9	25.6	1329	91.93	0.82	161.0	2	1
2260	736	1	0	8852.5	11315.8	11.7	1217	42.59	0.71	116.5	2	1
2261	737	1	0	11930.4	13501.5	15.5	1070	64.43	0.73	118.0	2	1
2262	739	1	0	15430.2	13550.9	18.3	1176	66.24	0.69	136.3	2	1
2263	741	1	0	30860.6	10601.1	13.4	1226	135.73	1.09	100.0	2	1
2264	741	1	0	15170.9	14812.0	9.1	1641	57.22	0.61	112.4	2	1
2265	752	1	0	16286.4	22515.5	10.4	1692	42.75	0.51	131.8	2	1
2266	757	1	0	23155.8	9445.9	9.7	875	25.65	0.67	94.4	2	1
2267	760	1	0	13288.2	7873.1	19.6	1213	51.79	0.65	151.4	2	1
2268	766	1	0	3586.9	20501.0	21.4	925	47.78	0.49	142.9	2	1
2269	767	1	0	11169.9	7014.3	9.7	1316	33.35	0.52	116.2	2	1
2270	768	1	0	15724.8	19800.0	8.2	1482	41.44	0.51	107.4	2	1
2271	768	1	0	21510.3	27596.8	16.9	2150	162.20	0.68	149.1	2	1
2272	770	1	0	14766.8	21693.1	14.4	1808	73.13	0.43	149.9	2	1
2273	770	1	0	15537.3	13762.4	8.3	2069	49.88	0.81	119.2	2	1
2274	772	1	0	2637.2	17996.6	12.5	1234	50.05	0.71	118.9	2	1
2275	773	1	0	3610.1	21267.1	7.6	2622	85.56	0.87	117.4	2	1
2276	773	1	0	11755.0	21719.1	12.1	1392	41.99	0.51	130.5	2	1
2277	773	1	0	17404.1	8194.5	9.6	1080	23.72	0.50	109.5	2	1
2278	781	1	0	10047.1	18680.1	9.0	1552	43.08	0.49	116.0	2	1
2279	781	1	0	18597.2	8815.7	12.6	1279	36.18	0.58	130.0	2	1
2280	784	1	0	11913.3	8961.4	13.0	1606	49.07	0.47	143.2	2	1
2281	790	1	0	22842.7	4930.1	12.3	871	28.02	0.57	110.4	2	1
2282	792	1	0	16107.6	22472.3	17.2	1122	51.96	0.55	136.9	2	1
2283	792	1	0	28396.4	29762.6	11.2	1228	28.60	0.59	123.3	2	1
2284	798	1	0	27285.0	17244.0	11.9	2735	124.21	1.08	142.6	2	1
2285	809	1	0	22704.9	1637.9	8.0	1248	28.31	0.51	103.2	2	1
2286	815	1	0	23394.8	23966.9	7.1	1700	43.57	0.59	103.6	2	1
2287	816	1	0	26518.2	8700.6	12.5	1070	27.01	0.55	123.7	2	1
2288	817	1	0	5508.6	24679.7	15.8	937	39.83	0.62	123.8	2	1
2289	821	1	0	18706.7	7536.8	11.3	1383	40.52	0.51	126.2	2	1
2290	821	1	0	6053.7	22226.0	10.3	953	34.08	0.58	100.7	2	1
2291	826	1	0	27051.1	17106.5	14.7	1311	58.08	0.62	132.1	2	1
2292	829	1	0	3012.7	18916.0	14.4	2993	96.01	0.63	178.4	2	1
2293	830	1	0	16655.9	29804.6	8.7	1162	27.92	0.54	103.7	2	1
2294	832	1	0	30986.4	9526.9	11.2	1471	50.35	0.81	119.7	2	1
2295	838	1	0	13343.7	13293.9	26.6	1325	85.79	0.60	167.8	2	1
2296	839	1	0	11697.9	14379.7	17.0	898	45.46	0.56	123.4	2	1
2297	841	1	0	1732.5	16935.7	7.3	1340	17.28	0.43	109.3	2	1
2298	847	1	0	18254.9	7253.5	8.6	1357	57.95	0.64	99.8	2	1
2299	848	1	0	15739.0	6840.5	12.3	909	26.49	0.49	115.2	2	1
2300	850	1	0	14954.8	27677.0	11.6	911	45.70	0.50	101.8	2	1
2301	859	1	0	2959.6	18952.8	16.3	1989	82.82	0.69	160.0	2	1
2302	870	1	0	14986.2	13420.5	9.1	2561	56.82	0.66	139.7	2	1
2303	871	1	0	4749.5	28871.8	10.2	1008	36.45	0.52	103.3	2	1
2304	882	1	0	4180.1	9636.3	13.7	1329	79.85	0.57	122.0	2	1
2305	885	1	0	16631.7	12006.2	8.1	1685	47.34	0.85	106.2	2	1
2306	890	1	0	11405.3	14199.3	13.5	925	70.06	0.70	100.9	2	1
2307	894	1	0	11988.8	14739.9	11.0	2026	55.71	0.79	136.4	2	1
2308	894	1	0	22376.3	19031.7	9.7	817	22.87	0.65	92.7	2	1
2309	897	1	0	2949.8	403.1	8.6	1032	18.50	0.47	105.5	2	1
2310	899	1	0	23655.2	17443.0	11.8	1003	62.72	0.68	100.1	2	1
2311	902	1	0	8341.8	24737.8	24.2	1125	54.19	0.69	160.4	2	1
2312	903	1	0	7831.9	25042.1	18.5	2921	161.55	1.31	173.6	2	1
2313	911	1	0	23660.2	26174.1	7.3	2948	37.45	0.88	134.8	2	1
2314	916	1	0	1402.3	6900.2	7.8	2080	30.55	0.47	131.1	2	1
2315	917	1	0	1301.9	6777.4	14.9	1762	41.22	0.57	165.3	2	1
2316	917	1	0	27834.9	8142.0	10.2	1306	57.84	0.63	107.3	2	1
2317	917	1	0	10823.9	19127.1	16.6	830	38.75	0.56	121.1	2	1
2318	921	1	0	2578.4	17866.1	25.9	1045	41.29	0.47	172.5	2	1
2319	923	1	0	21120.6	3475.3	11.1	1053	20.49	0.48	120.3	2	1
2320	924	1	0	9900.4	7218.4	14.0	828	29.63	0.44	117.6	2	1
2321	924	1	0	2043.5	29639.2	8.1	2060	35.61	0.60	127.5	2	1
2322	928	1	0	20580.9	10459.3	10.5	2025	103.61	0.91	119.9	2	1
2323	929	1	0	20637.7	10692.6	8.4	2155	50.44	0.65	125.4	2	1
2324	930	1	0	19658.4	9975.1	16.8	842	35.42	0.49	125.6	2	1
